0	13.129
300	13.082
600	13.082
900	13.082
1200	13.082
1500	13.082
1800	13.082
2100	13.082
2400	13.082
2700	13.082
3000	13.058
3300	13.035
3600	13.082
3900	13.105
4200	13.129
4500	13.176
4800	13.153
5100	13.176
5400	13.176
5700	13.129
6000	13.129
6300	13.105
6600	13.105
6900	13.129
7200	13.176
7500	13.248
7800	13.272
8100	13.248
8400	13.248
8700	13.248
9000	13.224
9300	13.224
9600	13.224
9900	13.224
10200	13.2
10500	13.106
10800	13.082
11100	13.105
11400	13.058
11700	13.035
12000	13.011
12300	13.011
12600	13.058
12900	13.058
13200	13.011
13500	13.011
13800	13.035
14100	13.035
14400	13.082
14700	13.153
15000	13.176
15300	13.176
15600	13.2
15900	13.296
16200	13.367
16500	13.391
16800	13.391
17100	13.367
17400	13.391
17700	13.415
18000	13.439
18300	13.51
18600	13.558
18900	13.558
19200	13.486
19500	13.391
19800	13.343
20100	13.343
20400	13.272
20700	12.988
21000	12.847
21300	12.917
21600	12.941
21900	12.964
22200	12.964
22500	12.964
22800	13.011
23100	13.035
23400	13.082
23700	13.153
24000	13.2
24300	13.296
24600	13.367
24900	13.463
25200	13.582
25500	13.606
25800	13.606
26100	13.582
26400	13.558
26700	13.606
27000	13.678
27300	13.702
27600	13.63
27900	13.558
28200	13.558
28500	13.606
28800	13.63
29100	13.606
29400	13.558
29700	13.558
30000	13.678
30300	13.823
30600	13.92
30900	14.017
31200	14.188
31500	14.311
31800	14.483
32100	14.731
32400	14.831
32700	14.831
33000	14.831
33300	14.831
33600	14.756
33900	14.558
34200	14.409
34500	14.213
34800	13.655
35100	13.367
35400	13.463
35700	13.367
36000	13.248
36300	13.153
36600	13.011
36900	13.13
37200	13.898
37500	15.593
37800	17.553
38100	18.281
38400	17.685
38700	16.675
39000	15.767
39300	15.333
39600	15.333
39900	15.207
40200	14.781
40500	14.336
40800	14.139
41100	14.237
41400	14.409
41700	14.409
42000	14.164
42300	14.041
42600	13.896
42900	13.582
43200	13.463
43500	13.873
43800	14.459
44100	14.533
44400	14.286
44700	14.237
45000	14.558
45300	14.706
45600	14.459
45900	14.091
46200	13.751
46500	13.463
46800	13.154
47100	12.8
47400	12.497
47700	12.359
48000	12.289
48300	12.152
48600	11.97
48900	11.947
49200	12.152
49500	12.708
49800	13.129
50100	13.153
50400	13.2
50700	13.296
51000	13.343
51300	13.319
51600	13.367
51900	13.439
52200	13.486
52500	13.486
52800	13.463
53100	13.439
53400	13.439
53700	13.51
54000	13.558
54300	13.606
54600	13.799
54900	13.945
55200	13.872
55500	13.751
55800	13.654
56100	13.582
56400	13.415
56700	13.2
57000	13.105
57300	13.129
57600	13.176
57900	13.153
58200	13.153
58500	13.248
58800	13.296
59100	13.224
59400	13.224
59700	13.272
60000	13.248
60300	13.129
60600	13.035
60900	13.058
61200	13.058
61500	13.011
61800	12.941
62100	12.894
62400	12.941
62700	12.988
63000	12.988
63300	12.964
63600	12.964
63900	12.988
64200	12.988
64500	13.035
64800	13.129
65100	13.2
65400	13.272
65700	13.319
66000	13.319
66300	13.296
66600	13.2
66900	13.035
67200	12.894
67500	12.777
67800	12.683
68100	12.636
68400	12.59
68700	12.683
69000	12.87
69300	13.035
69600	13.272
69900	13.439
70200	13.415
70500	13.319
70800	13.272
71100	13.248
71400	13.2
71700	13.129
72000	13.058
72300	13.058
72600	13.058
72900	13.011
73200	12.988
73500	13.011
73800	13.035
74100	13.035
74400	13.058
74700	13.129
75000	13.176
75300	13.153
75600	13.153
75900	13.176
76200	13.153
76500	13.058
76800	13.011
77100	13.082
77400	13.176
77700	13.2
78000	13.2
78300	13.296
78600	13.391
78900	13.439
79200	13.439
79500	13.463
79800	13.534
80100	13.51
80400	13.463
80700	13.463
81000	13.486
81300	13.486
81600	13.439
81900	13.439
82200	13.486
82500	13.486
82800	13.463
83100	13.439
83400	13.463
83700	13.486
84000	13.439
84300	13.391
84600	13.391
84900	13.439
85200	13.439
85500	13.391
85800	13.367
86100	13.367
86400	13.367
86700	13.343
87000	13.296
87300	13.319
87600	13.391
87900	13.391
88200	13.391
88500	13.415
88800	13.439
89100	13.439
89400	13.367
89700	13.367
90000	13.439
90300	13.463
90600	13.439
90900	13.391
91200	13.391
91500	13.439
91800	13.463
92100	13.463
92400	13.463
92700	13.463
93000	13.463
93300	13.391
93600	13.343
93900	13.391
94200	13.391
94500	13.367
94800	13.367
95100	13.391
95400	13.391
95700	13.391
96000	13.415
96300	13.391
96600	13.367
96900	13.367
97200	13.343
97500	13.319
97800	13.319
98100	13.319
98400	13.296
98700	13.272
99000	13.296
99300	13.343
99600	13.343
99900	13.296
100200	13.296
100500	13.343
100800	13.343
101100	13.272
101400	13.224
101700	13.296
102000	13.343
102300	13.272
102600	13.224
102900	13.272
103200	13.343
103500	13.367
103800	13.391
104100	13.463
104400	13.486
104700	13.486
105000	13.534
105300	13.606
105600	13.678
105900	13.606
106200	13.463
106500	13.486
106800	13.582
107100	13.606
107400	13.606
107700	13.63
108000	13.678
108300	13.775
108600	13.92
108900	13.993
109200	14.017
109500	14.164
109800	14.36
110100	14.558
110400	14.806
110700	14.906
111000	14.931
111300	15.056
111600	15.182
111900	15.308
112200	15.435
112500	15.384
112800	15.057
113100	14.731
113400	14.656
113700	14.881
114000	15.131
114300	15.333
114600	15.536
114900	15.715
115200	15.92
115500	16.439
115800	16.911
116100	16.779
116400	16.49
116700	16.464
117000	18.683
117300	21.364
117600	21.951
117900	22.189
118200	22.427
118500	22.457
118800	22.189
119100	21.687
119400	21.334
119700	21.392
120000	21.597
120300	21.685
120600	21.51
120900	21.015
121200	20.58
121500	20.58
121800	20.551
122100	19.896
122400	19.22
122700	19.025
123000	18.693
123300	18.253
123600	18.036
123900	17.658
124200	17.202
124500	17.794
124800	18.804
125100	18.804
125400	18.227
125700	19.086
126000	21.456
126300	22.16
126600	21.276
126900	20.181
127200	19.443
127500	21.023
127800	21.66
128100	19.561
128400	18.721
128700	21.0
129000	23.575
129300	23.121
129600	22.011
129900	21.627
130200	19.792
130500	17.285
130800	16.36
131100	17.233
131400	19.252
131700	19.643
132000	19.08
132300	19.219
132600	18.612
132900	17.418
133200	15.848
133500	13.854
133800	14.548
134100	18.716
134400	21.954
134700	21.983
135000	21.188
135300	20.696
135600	19.114
135900	17.047
136200	16.834
136500	18.532
136800	19.193
137100	18.173
137400	18.229
137700	18.446
138000	17.551
138300	17.685
138600	18.253
138900	18.86
139200	19.981
139500	19.671
139800	18.119
140100	17.335
140400	17.362
140700	17.496
141000	17.523
141300	17.442
141600	17.202
141900	16.99
142200	16.911
142500	17.552
142800	18.253
143100	17.793
143400	17.097
143700	16.726
144000	16.464
144300	16.282
144600	16.126
144900	16.048
145200	16.1
145500	16.308
145800	16.832
146100	17.55
146400	18.09
146700	18.28
147000	18.308
147300	18.39
147600	18.472
147900	18.5
148200	18.445
148500	18.335
148800	18.28
149100	18.226
149400	18.171
149700	18.916
150000	21.197
150300	22.937
150600	23.3
150900	21.784
151200	20.639
151500	22.735
151800	24.373
152100	24.373
152400	23.576
152700	21.865
153000	20.552
153300	20.61
153600	20.811
153900	20.351
154200	19.586
154500	18.474
154800	17.47
155100	17.256
155400	17.739
155700	18.117
156000	18.28
156300	18.226
156600	18.09
156900	18.09
157200	18.199
157500	18.28
157800	18.199
158100	18.063
158400	17.954
158700	17.954
159000	18.117
159300	18.253
159600	18.171
159900	17.981
160200	17.9
160500	17.954
160800	18.09
161100	18.226
161400	18.226
161700	18.036
162000	17.873
162300	17.873
162600	17.927
162900	17.954
163200	18.008
163500	18.09
163800	18.008
164100	17.873
164400	17.846
164700	17.846
165000	17.846
165300	17.9
165600	17.981
165900	18.008
166200	17.927
166500	17.738
166800	17.603
167100	17.576
167400	17.576
167700	17.576
168000	17.684
168300	17.819
168600	17.819
168900	17.711
169200	17.576
169500	17.496
169800	17.496
170100	17.549
170400	17.63
170700	17.764
171000	17.954
171300	18.063
171600	17.927
171900	17.684
172200	17.576
172500	17.63
172800	17.656
173100	17.63
173400	17.63
173700	17.684
174000	17.737
174300	17.684
174600	17.496
174900	17.362
175200	17.442
175500	17.496
175800	17.442
176100	17.442
176400	17.496
176700	17.603
177000	17.683
177300	17.656
177600	17.496
177900	17.362
178200	17.309
178500	17.309
178800	17.362
179100	17.335
179400	17.255
179700	17.282
180000	17.416
180300	17.549
180600	17.711
180900	17.764
181200	17.603
181500	17.469
181800	17.469
182100	17.442
182400	17.362
182700	17.255
183000	17.255
183300	17.309
183600	17.335
183900	17.604
184200	17.9
184500	17.9
184800	17.792
185100	17.71
185400	17.656
185700	17.603
186000	17.576
186300	17.63
186600	17.683
186900	17.683
187200	17.576
187500	17.416
187800	17.309
188100	17.255
188400	17.255
188700	17.228
189000	17.282
189300	17.389
189600	17.496
189900	17.63
190200	17.656
190500	17.523
190800	17.362
191100	17.335
191400	17.335
191700	17.255
192000	17.255
192300	17.309
192600	17.335
192900	17.416
193200	17.523
193500	17.684
193800	17.764
194100	17.603
194400	17.389
194700	17.228
195000	17.148
195300	17.202
195600	17.228
195900	17.175
196200	17.148
196500	17.095
196800	17.095
197100	17.282
197400	17.523
197700	17.549
198000	17.123
198300	16.805
198600	16.937
198900	16.99
199200	16.858
199500	16.7
199800	16.726
200100	18.456
200400	19.811
