#Zeitstempel	Wert
596700	24.091
597000	24.089
597300	24.088
597600	24.086
597900	24.085
598200	24.083
598500	24.082
598800	24.08
599100	24.078
599400	24.077
599700	24.075
600000	24.074
600300	24.072
600600	24.071
600900	24.069
601200	24.068
601500	24.066
601800	24.065
602100	24.063
602400	24.062
602700	24.06
603000	24.059
603300	24.057
603600	24.055
603900	24.054
604200	24.052
604500	24.051
604800	24.049
