#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
141000 	       64.257934 	               0 	               0 	               0 	               0 	               0 	               0 	       59.897239 	   0.00078943327 	   0.00050340528 	   0.00015002275 	   4.3483027e-05 	   4.8313345e-05 	   4.4208865e-05 	               0 	   -0.0099903871 	   -0.0046578144 	   -0.0022144035 	    -0.001040166 	   -0.0011637322 	  -0.00091427105
142000 	       62.790298 	               0 	               0 	               0 	               0 	               0 	               0 	       61.628574 	   0.00090005461 	   0.00057675797 	    0.0001819112 	    4.909483e-05 	   4.8493866e-05 	   4.3796746e-05 	               0 	    -0.010148634 	   -0.0047115233 	   -0.0022443562 	   -0.0010590841 	   -0.0011914792 	  -0.00094219106
143000 	        72.08369 	               0 	               0 	               0 	               0 	               0 	               0 	       68.047055 	   0.00079983192 	   0.00051248836 	   0.00017206501 	   4.3520775e-05 	   3.8035999e-05 	   3.3721773e-05 	               0 	    -0.010764801 	   -0.0049738308 	   -0.0023746143 	   -0.0011263254 	   -0.0012748513 	   -0.0010151793
144000 	       76.298984 	               0 	               0 	               0 	               0 	               0 	               0 	       73.508941 	   0.00080302251 	   0.00051173355 	   0.00018376968 	   4.5724079e-05 	   3.3824737e-05 	    2.797047e-05 	               0 	   -0.0087415396 	   -0.0041312047 	   -0.0019515686 	  -0.00090316986 	   -0.0009923989 	  -0.00076319758
145000 	       77.796981 	               0 	               0 	               0 	               0 	               0 	               0 	       76.528316 	    0.0010156178 	   0.00064927586 	   0.00024196733 	   5.9022668e-05 	   3.7167629e-05 	   2.8184269e-05 	               0 	   -0.0091814557 	   -0.0042742411 	    -0.002033313 	   -0.0009565925 	   -0.0010724565 	  -0.00084485272
146000 	       79.530317 	               0 	               0 	               0 	               0 	               0 	               0 	       80.984991 	     0.005631891 	    0.0036122714 	    0.0013773712 	   0.00032955181 	   0.00018368659 	   0.00012900996 	               0 	   -0.0094098515 	   -0.0043934948 	   -0.0020872541 	  -0.00097886967 	    -0.001093147 	  -0.00085708589
147000 	       78.497683 	               0 	               0 	               0 	               0 	               0 	               0 	       77.657914 	    0.0012486245 	   0.00081253021 	   0.00030743174 	   7.1220332e-05 	    3.479072e-05 	   2.2651477e-05 	               0 	    -0.010299502 	   -0.0046521365 	   -0.0022439783 	   -0.0010899602 	   -0.0012691372 	   -0.0010442901
148000 	       77.391519 	               0 	               0 	               0 	               0 	               0 	               0 	       77.714092 	    0.0017072578 	    0.0011306074 	   0.00041745105 	   9.2559562e-05 	   4.0943418e-05 	   2.5696361e-05 	               0 	    -0.011073389 	    -0.004945973 	   -0.0023980129 	   -0.0011783339 	   -0.0013903031 	   -0.0011607657
149000 	        80.28391 	               0 	               0 	               0 	               0 	               0 	               0 	       78.918582 	   0.00078001736 	   0.00052541857 	   0.00018822608 	   3.9687281e-05 	   1.6447238e-05 	   1.0238201e-05 	               0 	    -0.010873772 	   -0.0048867057 	    -0.002362684 	   -0.0011536886 	   -0.0013514095 	   -0.0011192841
150000 	        81.12878 	               0 	               0 	               0 	               0 	               0 	               0 	       81.016267 	    0.0016175324 	    0.0011047863 	   0.00038506403 	   7.8132499e-05 	   3.0665424e-05 	   1.8884146e-05 	               0 	     -0.01087063 	   -0.0048710552 	   -0.0023582147 	   -0.0011549554 	   -0.0013576029 	    -0.001128802
151000 	       79.943033 	               0 	               0 	               0 	               0 	               0 	               0 	       80.749553 	    0.0063350304 	    0.0043963352 	    0.0014812391 	   0.00028759022 	   0.00010562405 	   6.4241737e-05 	               0 	   -0.0096439068 	   -0.0044238676 	   -0.0021188142 	   -0.0010126298 	   -0.0011569182 	    -0.000931677
152000 	       76.127584 	               0 	               0 	               0 	               0 	               0 	               0 	       76.740579 	     0.002023613 	    0.0014296487 	   0.00046244855 	   8.4680422e-05 	    2.907906e-05 	   1.7756248e-05 	               0 	   -0.0095626172 	   -0.0043654742 	   -0.0020954084 	   -0.0010065228 	   -0.0011569334 	  -0.00093827843
153000 	       75.395461 	               0 	               0 	               0 	               0 	               0 	               0 	       75.989678 	   0.00067885964 	   0.00048590208 	     0.000152603 	   2.6276017e-05 	   8.6874892e-06 	   5.3910458e-06 	               0 	   -0.0096489863 	   -0.0043929985 	   -0.0021112283 	   -0.0010170039 	   -0.0011728966 	  -0.00095485883
154000 	         74.6725 	               0 	               0 	               0 	               0 	               0 	               0 	       74.611302 	   0.00049409309 	   0.00035739141 	   0.00010843709 	   1.7849408e-05 	   6.2824775e-06 	   4.1327071e-06 	               0 	   -0.0091410018 	   -0.0042272813 	   -0.0020170824 	  -0.00095571892 	   -0.0010807673 	    -0.000860152
155000 	       69.777234 	               0 	               0 	               0 	               0 	               0 	               0 	       72.331677 	   0.00095436614 	   0.00070498365 	   0.00020109635 	   3.0766494e-05 	    1.053775e-05 	   6.9818959e-06 	               0 	   -0.0094247597 	   -0.0042806504 	   -0.0020593967 	  -0.00099448704 	   -0.0011503774 	  -0.00093984823
156000 	       69.272648 	               0 	               0 	               0 	               0 	               0 	               0 	       69.740483 	   0.00062828334 	   0.00047466173 	   0.00012788833 	   1.7566506e-05 	   5.0524385e-06 	   3.1143329e-06 	               0 	     -0.00941283 	    -0.004271931 	    -0.002055914 	  -0.00099360076 	   -0.0011504477 	   -0.0009409365
157000 	       65.792815 	               0 	               0 	               0 	               0 	               0 	               0 	       66.815874 	    0.0034839373 	    0.0026508312 	   0.00070783547 	   8.8408045e-05 	   2.3109141e-05 	    1.375347e-05 	               0 	   -0.0093967385 	   -0.0042833886 	   -0.0020573432 	  -0.00098975455 	   -0.0011397997 	   -0.0009264525
158000 	       67.746616 	               0 	               0 	               0 	               0 	               0 	               0 	        67.90412 	    0.0067552607 	    0.0051457501 	    0.0013783004 	    0.0001609038 	   4.3340209e-05 	   2.6966192e-05 	               0 	   -0.0099813432 	   -0.0045057173 	   -0.0021738495 	   -0.0010565163 	   -0.0012311705 	   -0.0010140896
159000 	       63.645811 	               0 	               0 	               0 	               0 	               0 	               0 	       65.238685 	    0.0006979696 	   0.00052104795 	   0.00014751088 	   1.8529619e-05 	   6.4932389e-06 	   4.3879174e-06 	               0 	   -0.0091244563 	   -0.0042000491 	   -0.0020083375 	  -0.00095628747 	   -0.0010878812 	  -0.00087190105
160000 	       66.259594 	               0 	               0 	               0 	               0 	               0 	               0 	       67.646922 	   0.00037496605 	   0.00028541954 	   7.5113771e-05 	   8.7710952e-06 	   3.3006258e-06 	   2.3610178e-06 	               0 	   -0.0083816857 	   -0.0039656203 	   -0.0018723098 	  -0.00086538738 	  -0.00094945399 	  -0.00072891417
161000 	       65.714313 	               0 	               0 	               0 	               0 	               0 	               0 	        66.54963 	    0.0013997979 	    0.0010638514 	    0.0002853542 	   3.0845589e-05 	   1.1482699e-05 	   8.2639505e-06 	               0 	    -0.010013662 	   -0.0045073386 	   -0.0021774544 	   -0.0010614075 	   -0.0012411555 	   -0.0010263058
162000 	       63.379054 	               0 	               0 	               0 	               0 	               0 	               0 	       64.333456 	   0.00039811737 	   0.00030260658 	    8.278515e-05 	   7.9968948e-06 	   2.7609457e-06 	   1.9678059e-06 	               0 	   -0.0097165205 	   -0.0043843224 	   -0.0021156009 	    -0.001028622 	   -0.0011993468 	  -0.00098862834
163000 	       63.062104 	               0 	               0 	               0 	               0 	               0 	               0 	        64.17716 	   0.00071770488 	   0.00054443239 	   0.00015028662 	   1.3957947e-05 	   5.2140818e-06 	   3.8138366e-06 	               0 	   -0.0096674275 	   -0.0043690544 	   -0.0021067235 	   -0.0010226346 	   -0.0011901008 	  -0.00097891426
164000 	       60.523808 	               0 	               0 	               0 	               0 	               0 	               0 	       61.266742 	   0.00023719265 	   0.00018027252 	   5.0008544e-05 	   4.2421862e-06 	   1.5427829e-06 	   1.1266137e-06 	               0 	   -0.0092634005 	   -0.0042062536 	   -0.0020237961 	  -0.00097754349 	   -0.0011311862 	  -0.00092462102
165000 	       62.529161 	               0 	               0 	               0 	               0 	               0 	               0 	       61.627449 	   0.00034690978 	   0.00026159411 	   7.5670537e-05 	   5.9081577e-06 	   2.1519144e-06 	   1.5850564e-06 	               0 	   -0.0096616628 	   -0.0043753932 	   -0.0021078353 	   -0.0010210105 	   -0.0011852539 	  -0.00097216981
166000 	        66.60985 	               0 	               0 	               0 	               0 	               0 	               0 	       65.375544 	   0.00029720198 	   0.00021740038 	   7.3365134e-05 	   4.2953606e-06 	   1.2332712e-06 	   9.0783195e-07 	               0 	   -0.0084528022 	   -0.0039995263 	   -0.0018882723 	  -0.00087270784 	  -0.00095739202 	  -0.00073490381
167000 	       68.163269 	               0 	               0 	               0 	               0 	               0 	               0 	       67.951421 	    0.0011914276 	   0.00087779202 	    0.0002868283 	   1.6763179e-05 	   5.6538035e-06 	   4.3902591e-06 	               0 	    -0.008459224 	   -0.0040059389 	   -0.0018905602 	  -0.00087295346 	  -0.00095655247 	  -0.00073321899
168000 	       68.412096 	               0 	               0 	               0 	               0 	               0 	               0 	       68.267144 	   0.00025456714 	   0.00018666343 	    6.213901e-05 	   3.5528584e-06 	   1.2374638e-06 	   9.7438204e-07 	               0 	   -0.0086893307 	   -0.0040944511 	   -0.0019368439 	  -0.00089925774 	  -0.00099207903 	  -0.00076669897
169000 	       66.160198 	               0 	               0 	               0 	               0 	               0 	               0 	       66.422619 	   0.00024572231 	   0.00017986681 	   6.0514208e-05 	   3.2991106e-06 	   1.1388926e-06 	    9.032866e-07 	               0 	   -0.0083449827 	   -0.0039545004 	   -0.0018656831 	  -0.00086081859 	  -0.00094239459 	  -0.00072158605
170000 	        71.51782 	               0 	               0 	               0 	               0 	               0 	               0 	        69.55558 	   0.00025307212 	   0.00018327376 	   6.3883101e-05 	   3.5303188e-06 	   1.3214007e-06 	   1.0635426e-06 	               0 	   -0.0088955101 	   -0.0041839546 	   -0.0019808914 	  -0.00092156393 	   -0.0010191765 	  -0.00078992364
171000 	       70.607553 	               0 	               0 	               0 	               0 	               0 	               0 	       70.678428 	   0.00056597761 	   0.00040918767 	   0.00014360845 	   7.7441985e-06 	   2.9955223e-06 	   2.4417704e-06 	               0 	    -0.008861831 	   -0.0041685452 	   -0.0019734958 	  -0.00091801707 	   -0.0010151165 	  -0.00078665646
172000 	       75.465679 	               0 	               0 	               0 	               0 	               0 	               0 	       74.003162 	    0.0050176502 	    0.0036078846 	    0.0012882762 	   6.9617288e-05 	   2.8433432e-05 	   2.3438628e-05 	               0 	   -0.0092285429 	   -0.0043246581 	   -0.0020510493 	  -0.00095806216 	     -0.00106474 	  -0.00083003323
173000 	       78.018592 	               0 	               0 	               0 	               0 	               0 	               0 	       76.867585 	   0.00066204412 	   0.00047642179 	   0.00016857534 	   9.4621252e-06 	   4.1257203e-06 	   3.4591467e-06 	               0 	   -0.0095143118 	   -0.0044418642 	   -0.0021103401 	  -0.00098980143 	    -0.001105473 	  -0.00086683305
174000 	       80.571493 	               0 	               0 	               0 	               0 	               0 	               0 	       79.483847 	   0.00033197839 	   0.00023933265 	   8.3974872e-05 	   4.7650758e-06 	   2.1170887e-06 	   1.7887015e-06 	               0 	   -0.0097552922 	   -0.0045396405 	   -0.0021600576 	   -0.0010166863 	   -0.0011403121 	  -0.00089859563
175000 	       83.018024 	               0 	               0 	               0 	               0 	               0 	               0 	       82.024331 	     0.011217523 	    0.0081177246 	    0.0028057803 	   0.00016048449 	   7.2178451e-05 	   6.1355423e-05 	               0 	    -0.009983479 	   -0.0046344906 	   -0.0022077108 	    -0.001041866 	   -0.0011722504 	  -0.00092716121
176000 	       81.385935 	               0 	               0 	               0 	               0 	               0 	               0 	       82.150692 	   0.00037963029 	   0.00027532124 	   9.4514013e-05 	   5.3038632e-06 	   2.4191245e-06 	   2.0720521e-06 	               0 	   -0.0096976003 	   -0.0045194531 	   -0.0021489819 	   -0.0010098624 	   -0.0011304778 	  -0.00088882504
177000 	       79.911073 	               0 	               0 	               0 	               0 	               0 	               0 	       80.166988 	   0.00029763568 	   0.00021628433 	    7.389013e-05 	   3.9880408e-06 	   1.8629421e-06 	   1.6102359e-06 	               0 	   -0.0095538915 	   -0.0044603218 	   -0.0021191207 	  -0.00099392764 	   -0.0011100827 	  -0.00087043866
178000 	       78.677338 	               0 	               0 	               0 	               0 	               0 	               0 	       79.499375 	   0.00035510009 	   0.00025859056 	   8.7778847e-05 	   4.6324769e-06 	   2.1900785e-06 	   1.9081272e-06 	               0 	   -0.0093992763 	   -0.0043967178 	   -0.0020869942 	  -0.00097677923 	   -0.0010881324 	  -0.00085065275
179000 	       78.929518 	               0 	               0 	               0 	               0 	               0 	               0 	       79.559232 	   0.00041468986 	   0.00030207261 	   0.00010260491 	   5.2723163e-06 	   2.5261257e-06 	   2.2139023e-06 	               0 	   -0.0093979439 	   -0.0043973616 	   -0.0020870219 	  -0.00097648668 	   -0.0010873902 	  -0.00084968358
180000 	       79.346356 	               0 	               0 	               0 	               0 	               0 	               0 	       78.441973 	    0.0015593818 	    0.0011529197 	   0.00036898221 	   1.8672786e-05 	   9.9387404e-06 	   8.8683082e-06 	               0 	    -0.009540946 	   -0.0044549014 	   -0.0021164067 	  -0.00099250344 	   -0.0011082889 	   -0.0008688455
181000 	       79.899665 	               0 	               0 	               0 	               0 	               0 	               0 	       80.408725 	    0.0010133548 	   0.00075055119 	   0.00023833476 	   1.2292205e-05 	   6.4310071e-06 	   5.7456034e-06 	               0 	   -0.0095243404 	   -0.0044489977 	   -0.0021131937 	  -0.00099054952 	   -0.0011055013 	  -0.00086609814
182000 	       78.986287 	               0 	               0 	               0 	               0 	               0 	               0 	        78.53607 	   0.00037869926 	   0.00028314094 	   8.6689593e-05 	   4.3904044e-06 	   2.3566964e-06 	   2.1216185e-06 	               0 	   -0.0095161015 	   -0.0044455354 	   -0.0021114631 	  -0.00098964462 	   -0.0011043656 	  -0.00086509279
183000 	       83.775997 	               0 	               0 	               0 	               0 	               0 	               0 	       81.959548 	     0.001531989 	    0.0011428656 	   0.00035286434 	   1.8398456e-05 	   9.4154582e-06 	   8.4451278e-06 	               0 	   -0.0099229671 	   -0.0046112671 	   -0.0021955704 	   -0.0010349575 	   -0.0011628862 	  -0.00091828587
184000 	       87.469898 	               0 	               0 	               0 	               0 	               0 	               0 	       85.891976 	    0.0093692182 	    0.0069874963 	    0.0021596222 	   0.00011613736 	   5.5974284e-05 	   4.9988063e-05 	               0 	     -0.01006968 	   -0.0046753126 	    -0.002226996 	   -0.0010507791 	   -0.0011820014 	  -0.00093459136
185000 	       91.170193 	               0 	               0 	               0 	               0 	               0 	               0 	       89.583865 	   0.00091020871 	   0.00067737928 	   0.00021122855 	   1.1648651e-05 	   5.2699777e-06 	   4.6822487e-06 	               0 	    -0.010373274 	   -0.0048016333 	   -0.0022904242 	     -0.00108426 	   -0.0012244345 	  -0.00097252182
186000 	       96.663699 	               0 	               0 	               0 	               0 	               0 	               0 	       93.953702 	    0.0036251425 	    0.0026992502 	   0.00084186056 	   4.6143185e-05 	   2.0111402e-05 	   1.7777136e-05 	               0 	    -0.010884222 	   -0.0050095806 	   -0.0023959556 	    -0.001141147 	   -0.0012980025 	   -0.0010395362
187000 	       103.60332 	               0 	               0 	               0 	               0 	               0 	               0 	        101.7149 	    0.0014360906 	    0.0010627233 	   0.00033959771 	   1.9250355e-05 	   7.8376773e-06 	   6.6815367e-06 	               0 	    -0.010932581 	   -0.0050383989 	   -0.0024083082 	   -0.0011454477 	   -0.0013007308 	   -0.0010396949
188000 	       100.66816 	               0 	               0 	               0 	               0 	               0 	               0 	       101.58409 	    0.0011364283 	   0.00084344665 	   0.00026693137 	   1.5322876e-05 	   5.7874123e-06 	   4.9399702e-06 	               0 	    -0.010940121 	   -0.0050361302 	   -0.0024084839 	   -0.0011469197 	     -0.00130429 	   -0.0010442968
189000 	       97.261811 	               0 	               0 	               0 	               0 	               0 	               0 	       98.653185 	     0.008108261 	    0.0060458864 	    0.0018866743 	    0.0001055054 	    3.750651e-05 	   3.2688397e-05 	               0 	    -0.010693858 	   -0.0049367962 	   -0.0023578534 	    -0.001119398 	   -0.0012684199 	   -0.0010113909
190000 	       107.17406 	               0 	               0 	               0 	               0 	               0 	               0 	       102.02632 	     0.001907706 	    0.0014177538 	   0.00044917245 	   2.5142303e-05 	   8.4261144e-06 	   7.2112957e-06 	               0 	    -0.010990645 	   -0.0050696922 	   -0.0024222817 	   -0.0011510022 	     -0.00130554 	   -0.0010421292
191000 	       120.16396 	               0 	               0 	               0 	               0 	               0 	               0 	       115.47744 	    0.0014686414 	    0.0010774967 	   0.00035448072 	   2.4914803e-05 	   6.9454294e-06 	   4.8037305e-06 	               0 	    -0.011358145 	   -0.0052470493 	   -0.0025053635 	   -0.0011886112 	   -0.0013455725 	   -0.0010715489
192000 	       130.44649 	               0 	               0 	               0 	               0 	               0 	               0 	       126.07038 	     0.022096095 	     0.015828096 	    0.0053075547 	   0.00074023167 	   0.00015378249 	   6.6429925e-05 	               0 	    -0.011208953 	   -0.0051674272 	   -0.0024696683 	   -0.0011742516 	   -0.0013328535 	   -0.0010647526
193000 	       139.29105 	               0 	               0 	               0 	               0 	               0 	               0 	       135.68859 	    0.0069917919 	    0.0047485899 	    0.0016818941 	   0.00042019307 	   0.00011763744 	   2.3477317e-05 	               0 	    -0.011864035 	   -0.0054412234 	   -0.0026068187 	    -0.001246324 	   -0.0014238412 	   -0.0011458282
194000 	       148.10327 	               0 	               0 	               0 	               0 	               0 	               0 	       144.71664 	    0.0021420178 	    0.0013384012 	   0.00051779713 	   0.00019350386 	   7.9748629e-05 	   1.2567005e-05 	               0 	    -0.012258336 	   -0.0056047975 	   -0.0026890434 	   -0.0012898418 	   -0.0014791744 	   -0.0011954789
195000 	       160.54045 	               0 	               0 	               0 	               0 	               0 	               0 	       155.57375 	    0.0018476257 	    0.0010383771 	   0.00045859896 	    0.0002118693 	    0.0001137732 	   2.5007103e-05 	               0 	    -0.012952156 	    -0.005887046 	   -0.0028322554 	   -0.0013670537 	   -0.0015791217 	   -0.0012866793
196000 	       168.74645 	               0 	               0 	               0 	               0 	               0 	               0 	         167.116 	    0.0073090906 	    0.0035888494 	    0.0018688395 	   0.00097986672 	   0.00065896872 	   0.00021256627 	               0 	    -0.013262484 	     -0.00601213 	   -0.0028959983 	   -0.0014017154 	   -0.0016243607 	   -0.0013282798
197000 	       174.26499 	               0 	               0 	               0 	               0 	               0 	               0 	       172.11438 	     0.029496367 	     0.013376354 	     0.007575567 	    0.0040580489 	     0.003197551 	    0.0012888459 	               0 	    -0.013455606 	   -0.0060875322 	   -0.0029350243 	   -0.0014235656 	   -0.0016536425 	   -0.0013558414
198000 	       176.60924 	               0 	               0 	               0 	               0 	               0 	               0 	       175.72021 	    0.0080317852 	    0.0035901845 	    0.0020343412 	    0.0010544257 	   0.00092136941 	   0.00043146439 	               0 	    -0.013531937 	   -0.0061211333 	   -0.0029514439 	   -0.0014317616 	   -0.0016634574 	   -0.0013641406
199000 	       174.88529 	               0 	               0 	               0 	               0 	               0 	               0 	       174.70954 	     0.049370467 	     0.022622094 	     0.012431019 	    0.0060805971 	    0.0054704813 	    0.0027662761 	               0 	    -0.013542993 	   -0.0061310606 	   -0.0029551479 	   -0.0014323627 	   -0.0016625363 	   -0.0013618854
200000 	       179.48929 	               0 	               0 	               0 	               0 	               0 	               0 	       179.44306 	     0.005324521 	    0.0024778205 	     0.001346693 	   0.00063303747 	   0.00056592601 	   0.00030104413 	               0 	    -0.013637993 	   -0.0061657033 	   -0.0029737031 	   -0.0014433941 	   -0.0016780742 	   -0.0013771182
201000 	       176.40372 	               0 	               0 	               0 	               0 	               0 	               0 	       176.33262 	    0.0036634884 	    0.0017330497 	   0.00093180808 	   0.00042609108 	   0.00037171345 	   0.00020082614 	               0 	    -0.013718326 	   -0.0062099192 	   -0.0029933029 	   -0.0014509946 	   -0.0016843051 	    -0.001379804
202000 	       170.92998 	               0 	               0 	               0 	               0 	               0 	               0 	       172.35197 	     0.002145833 	    0.0010352671 	   0.00055208699 	   0.00024509909 	      0.00020516 	   0.00010821974 	               0 	    -0.013368514 	    -0.006064685 	   -0.0029203445 	   -0.0014124172 	   -0.0016352718 	   -0.0013357957
203000 	       152.64639 	               0 	               0 	               0 	               0 	               0 	               0 	       162.56801 	     0.003376674 	       0.0016812 	    0.0008775332 	   0.00037448566 	   0.00029816927 	   0.00014528579 	               0 	    -0.012823322 	   -0.0058420313 	   -0.0028075934 	   -0.0013518543 	    -0.001557138 	   -0.0012647052
204000 	       166.42369 	               0 	               0 	               0 	               0 	               0 	               0 	       156.64335 	    0.0013095423 	   0.00068585171 	   0.00034758818 	   0.00013798932 	   9.9335544e-05 	   3.8777562e-05 	               0 	    -0.013280205 	   -0.0060308635 	   -0.0029026684 	   -0.0014023469 	   -0.0016215769 	   -0.0013227488
205000 	       160.91247 	               0 	               0 	               0 	               0 	               0 	               0 	       158.17467 	     0.001234519 	   0.00066092632 	   0.00033074318 	   0.00012697688 	   8.7215912e-05 	    2.865672e-05 	               0 	    -0.012945493 	    -0.005891265 	   -0.0028326887 	    -0.001365504 	   -0.0015749529 	   -0.0012810826
206000 	       164.01339 	               0 	               0 	               0 	               0 	               0 	               0 	       162.55258 	    0.0075788403 	    0.0041056151 	    0.0020439625 	   0.00076684986 	   0.00051303405 	   0.00014937871 	               0 	    -0.013189467 	   -0.0059936115 	   -0.0028838523 	   -0.0013922903 	   -0.0016086634 	   -0.0013110493
207000 	       172.26333 	               0 	               0 	               0 	               0 	               0 	               0 	       169.13343 	    0.0018414532 	   0.00098780041 	   0.00050345585 	   0.00018913744 	   0.00012640152 	   3.4657984e-05 	               0 	    -0.013438739 	   -0.0060956888 	   -0.0029354744 	    -0.001419947 	   -0.0016442596 	   -0.0013433691
208000 	       175.43404 	               0 	               0 	               0 	               0 	               0 	               0 	        175.1512 	     0.001436966 	   0.00076398545 	   0.00039304022 	   0.00014953651 	   0.00010148722 	   2.8916559e-05 	               0 	    -0.013668978 	    -0.006193616 	   -0.0029841059 	    -0.001445067 	   -0.0016754505 	   -0.0013707388
209000 	       168.94653 	               0 	               0 	               0 	               0 	               0 	               0 	       171.14334 	    0.0037300624 	    0.0019800015 	    0.0010190235 	   0.00038937571 	   0.00026587338 	   7.5788236e-05 	               0 	    -0.013382332 	   -0.0060751285 	   -0.0029244565 	   -0.0014133934 	   -0.0016350291 	   -0.0013343241
210000 	       179.03985 	               0 	               0 	               0 	               0 	               0 	               0 	       172.31066 	    0.0022067663 	    0.0011669832 	   0.00061135728 	     0.000232641 	   0.00015266032 	   4.3124532e-05 	               0 	    -0.013869624 	   -0.0062762483 	   -0.0030257775 	   -0.0014672719 	   -0.0017038861 	   -0.0013964407
211000 	       178.84519 	               0 	               0 	               0 	               0 	               0 	               0 	       178.74796 	    0.0015923517 	   0.00084257398 	   0.00044046691 	   0.00016737179 	   0.00010966908 	   3.2269929e-05 	               0 	    -0.013697444 	   -0.0062028154 	   -0.0029893576 	   -0.0014485102 	   -0.0016806531 	   -0.0013761076
212000 	        184.8593 	               0 	               0 	               0 	               0 	               0 	               0 	       182.57793 	    0.0052476962 	    0.0027691925 	    0.0014515243 	   0.00055554853 	   0.00036270699 	   0.00010872393 	               0 	    -0.013951926 	   -0.0063076259 	   -0.0030422107 	   -0.0014766711 	   -0.0017167148 	   -0.0014087031
213000 	         185.345 	               0 	               0 	               0 	               0 	               0 	               0 	       186.76259 	    0.0023664764 	    0.0012383149 	   0.00065337691 	   0.00025590005 	    0.0001671735 	   5.1711058e-05 	               0 	    -0.014157306 	   -0.0063973821 	   -0.0030862192 	   -0.0014987993 	   -0.0017434257 	   -0.0014314798
214000 	       178.77429 	               0 	               0 	               0 	               0 	               0 	               0 	       180.30296 	    0.0018256427 	   0.00097015312 	   0.00049933195 	   0.00019358235 	   0.00012357552 	   3.8999766e-05 	               0 	    -0.013768259 	   -0.0062346672 	   -0.0030047684 	   -0.0014560351 	   -0.0016894444 	   -0.0013833436
215000 	       174.27185 	               0 	               0 	               0 	               0 	               0 	               0 	       176.02016 	    0.0035667672 	    0.0019746834 	    0.0009542218 	   0.00035366771 	   0.00021228678 	   7.1907482e-05 	               0 	    -0.013486013 	    -0.006114993 	   -0.0029452499 	   -0.0014251982 	   -0.0016510357 	   -0.0013495365
216000 	       168.16843 	               0 	               0 	               0 	               0 	               0 	               0 	        170.7763 	     0.010753589 	    0.0060206154 	    0.0028504505 	     0.001035274 	   0.00061380955 	   0.00023343928 	               0 	    -0.013245965 	   -0.0060168187 	   -0.0028955714 	   -0.0013985507 	   -0.0016166984 	   -0.0013183257
217000 	       160.69213 	               0 	               0 	               0 	               0 	               0 	               0 	       163.13084 	    0.0022852177 	    0.0012785181 	   0.00060642038 	   0.00021539217 	   0.00012866532 	   5.6221742e-05 	               0 	    -0.013036601 	   -0.0059316166 	   -0.0028523512 	   -0.0013752581 	   -0.0015865541 	   -0.0012908208
218000 	       157.26749 	               0 	               0 	               0 	               0 	               0 	               0 	       158.58564 	    0.0028655923 	    0.0015940438 	   0.00077751164 	   0.00026823191 	   0.00015439442 	   7.1410536e-05 	               0 	     -0.01297915 	   -0.0059066238 	   -0.0028400703 	   -0.0013690544 	    -0.001579029 	    -0.001284372
219000 	       154.67725 	               0 	               0 	               0 	               0 	               0 	               0 	       155.71204 	    0.0060800209 	    0.0033485903 	    0.0016330456 	   0.00055687094 	   0.00034695147 	   0.00019456255 	               0 	    -0.012873207 	   -0.0058620247 	   -0.0028178118 	   -0.0013574406 	   -0.0015644629 	   -0.0012714667
220000 	       152.15371 	               0 	               0 	               0 	               0 	               0 	               0 	       153.31146 	    0.0043444984 	    0.0025224839 	    0.0011089762 	   0.00035187566 	   0.00023151932 	   0.00012964328 	               0 	    -0.012584254 	   -0.0057440978 	   -0.0027580689 	    -0.001325328 	    -0.001523014 	   -0.0012337452
221000 	       147.47705 	               0 	               0 	               0 	               0 	               0 	               0 	       149.77797 	    0.0024319498 	    0.0014204618 	   0.00062384169 	   0.00019495413 	   0.00012445417 	   6.8237923e-05 	               0 	    -0.012511615 	   -0.0057170626 	   -0.0027437283 	   -0.0013169481 	   -0.0015113851 	   -0.0012224909
222000 	       143.14706 	               0 	               0 	               0 	               0 	               0 	               0 	       144.89329 	    0.0017300453 	    0.0010326307 	   0.00044880518 	   0.00013125468 	   7.7530435e-05 	   3.9824274e-05 	               0 	    -0.012230984 	   -0.0056023487 	    -0.002685651 	   -0.0012857756 	   -0.0014712137 	   -0.0011859951
223000 	       139.32022 	               0 	               0 	               0 	               0 	               0 	               0 	       142.70012 	      0.00194684 	    0.0011562108 	   0.00052781726 	   0.00014590805 	   8.0461163e-05 	   3.6442742e-05 	               0 	    -0.012122791 	   -0.0055583008 	    -0.002663305 	   -0.0012737352 	   -0.0014556433 	   -0.0011718064
