#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
479000 	       25.065467 	               0 	               0 	               0 	               0 	               0 	               0 	       25.001731 	   0.00012552571 	   0.00010532207 	   1.8981318e-05 	   1.1812962e-06 	   4.1028816e-08 	   4.1415335e-12 	               0 	   -0.0047795824 	   -0.0023976913 	   -0.0011003859 	  -0.00047503645 	  -0.00047775279 	  -0.00032871594
480000 	       25.109568 	               0 	               0 	               0 	               0 	               0 	               0 	       25.130831 	   5.1784061e-05 	   4.3841651e-05 	   7.6159298e-06 	   3.1797135e-07 	   8.5068258e-09 	   1.4961326e-12 	               0 	   -0.0047800742 	   -0.0023980687 	   -0.0011005288 	  -0.00047506615 	  -0.00047774055 	  -0.00032866997
481000 	       24.924669 	               0 	               0 	               0 	               0 	               0 	               0 	       25.111298 	   5.5886429e-05 	   4.6891633e-05 	   8.5732969e-06 	   4.1181606e-07 	   9.6762301e-09 	   6.7139343e-12 	               0 	   -0.0047632002 	   -0.0023904677 	   -0.0010968364 	  -0.00047325861 	  -0.00047564707 	  -0.00032699049
482000 	       24.524368 	               0 	               0 	               0 	               0 	               0 	               0 	       24.382247 	   0.00014507166 	   0.00012198641 	   2.1653865e-05 	   1.3823902e-06 	   4.8948014e-08 	   4.2295955e-11 	               0 	   -0.0047136408 	   -0.0023687222 	   -0.0010861196 	  -0.00046786156 	  -0.00046922551 	  -0.00032171192
483000 	       24.410417 	               0 	               0 	               0 	               0 	               0 	               0 	       24.718452 	   6.9730627e-05 	   5.8838138e-05 	    1.038503e-05 	   4.9620625e-07 	   1.1251304e-08 	   1.3001425e-12 	               0 	   -0.0047088836 	   -0.0023664304 	   -0.0010850446 	  -0.00046737375 	  -0.00046870526 	  -0.00032132958
484000 	       26.577705 	               0 	               0 	               0 	               0 	               0 	               0 	        27.35068 	   3.2904997e-08 	   2.8453589e-08 	   4.4072773e-09 	   4.3191638e-11 	   9.3569088e-13 	   2.9361805e-15 	               0 	   -0.0049307034 	   -0.0024656523 	   -0.0011334139 	  -0.00049122665 	  -0.00049655072 	  -0.00034385993
485000 	        27.68018 	               0 	               0 	               0 	               0 	               0 	               0 	        25.82892 	   8.2381768e-05 	   6.9906129e-05 	   1.1872085e-05 	   5.8680153e-07 	   1.6721191e-08 	   3.1911191e-11 	               0 	   -0.0050243172 	   -0.0025066446 	   -0.0011536059 	   -0.0005014037 	  -0.00050871143 	  -0.00035395157
486000 	       25.239488 	               0 	               0 	               0 	               0 	               0 	               0 	       25.119193 	   1.8385926e-08 	   1.5646808e-08 	   2.7259911e-09 	   1.2898672e-11 	   2.2759777e-13 	   1.9099557e-16 	               0 	   -0.0048195143 	   -0.0024145989 	   -0.0011088768 	  -0.00047947089 	  -0.00048321396 	  -0.00033335378
487000 	       22.924274 	               0 	               0 	               0 	               0 	               0 	               0 	       25.224657 	   6.9514069e-05 	   5.8496182e-05 	   1.0496463e-05 	   5.0924936e-07 	   1.2167035e-08 	   7.5361283e-12 	               0 	   -0.0046254519 	    -0.002326347 	   -0.0010662155 	  -0.00045880034 	  -0.00045952826 	  -0.00031456071
488000 	       24.414186 	               0 	               0 	               0 	               0 	               0 	               0 	       25.267449 	   7.0398214e-05 	   6.1208505e-05 	   8.8878831e-06 	    2.991697e-07 	    2.655686e-09 	   8.0897747e-13 	               0 	   -0.0047513486 	   -0.0023840222 	   -0.0010939925 	  -0.00047215256 	  -0.00047469697 	   -0.0003264844
489000 	       25.877273 	               0 	               0 	               0 	               0 	               0 	               0 	       23.555158 	   8.5192934e-05 	   7.2250698e-05 	   1.2272042e-05 	   6.2443179e-07 	   4.5762192e-08 	               0 	               0 	   -0.0048531793 	   -0.0024303151 	    -0.001116366 	  -0.00048299338 	  -0.00048713074 	  -0.00033637408
490000 	       23.562031 	               0 	               0 	               0 	               0 	               0 	               0 	       25.085022 	   0.00017803597 	   0.00014881212 	   2.7182446e-05 	   1.9385665e-06 	   1.0275061e-07 	   9.3453746e-11 	               0 	   -0.0046520126 	    -0.002340048 	   -0.0010724208 	  -0.00046138915 	  -0.00046200729 	  -0.00031614732
491000 	       25.953215 	               0 	               0 	               0 	               0 	               0 	               0 	       26.604372 	   6.6922319e-05 	   5.5926376e-05 	   1.0358788e-05 	   6.1263349e-07 	   2.4463449e-08 	    5.813502e-11 	               0 	   -0.0048622097 	     -0.00243571 	   -0.0011186437 	   -0.0004837659 	  -0.00048762763 	  -0.00033646249
492000 	       27.896405 	               0 	               0 	               0 	               0 	               0 	               0 	       26.102429 	   8.6647415e-05 	   7.3479352e-05 	    1.251393e-05 	   6.3924312e-07 	    1.487122e-08 	    1.831289e-11 	               0 	   -0.0050340275 	   -0.0025116567 	   -0.0011558754 	   -0.0005023499 	  -0.00050961633 	  -0.00035452919
493000 	       23.171106 	               0 	               0 	               0 	               0 	               0 	               0 	       24.545264 	   6.2700176e-08 	   5.2716147e-08 	    9.937861e-09 	   4.5370249e-11 	   7.9731814e-13 	   2.7695121e-16 	               0 	   -0.0046642542 	   -0.0023433365 	   -0.0010746018 	  -0.00046303474 	  -0.00046457391 	  -0.00031870723
494000 	       23.308356 	               0 	               0 	               0 	               0 	               0 	               0 	       23.831482 	   4.7618416e-05 	   4.0474348e-05 	   6.8876581e-06 	   2.5304175e-07 	   3.3685308e-09 	   4.5374377e-14 	               0 	   -0.0046431261 	   -0.0023355474 	   -0.0010703634 	   -0.0004605105 	  -0.00046113864 	  -0.00031556623
495000 	       23.163529 	               0 	               0 	               0 	               0 	               0 	               0 	       22.292753 	   0.00010666476 	   9.2095094e-05 	   1.3943116e-05 	   6.2277342e-07 	   3.7790743e-09 	               0 	               0 	   -0.0045870034 	   -0.0023113655 	   -0.0010583142 	   -0.0004543208 	  -0.00045365474 	   -0.0003093482
496000 	       25.545571 	               0 	               0 	               0 	               0 	               0 	               0 	       22.844557 	    0.0028890031 	    0.0025664568 	   0.00029211106 	   2.8429687e-05 	    2.005554e-06 	               0 	               0 	   -0.0047756159 	   -0.0023974159 	   -0.0010998599 	  -0.00047438827 	  -0.00047655024 	  -0.00032740161
497000 	       25.005104 	               0 	               0 	               0 	               0 	               0 	               0 	       26.091566 	    6.087273e-05 	   5.1279722e-05 	   9.1225213e-06 	   4.5519178e-07 	   1.5244639e-08 	   5.0120966e-11 	               0 	     -0.00477668 	   -0.0023975207 	   -0.0011000081 	  -0.00047455769 	  -0.00047685837 	  -0.00032773522
498000 	        27.71811 	               0 	               0 	               0 	               0 	               0 	               0 	       26.697598 	   4.4725037e-08 	   3.8481625e-08 	   6.1981012e-09 	   4.4333544e-11 	   9.7399878e-13 	   2.5543884e-15 	               0 	   -0.0050226747 	   -0.0025072363 	   -0.0011535544 	  -0.00050103716 	  -0.00050788339 	  -0.00035296351
499000 	       23.802581 	               0 	               0 	               0 	               0 	               0 	               0 	       24.912572 	   0.00013832415 	   0.00011720525 	   1.9889336e-05 	   1.1849056e-06 	   4.4642474e-08 	   1.6002317e-11 	               0 	   -0.0046928028 	   -0.0023582271 	   -0.0010813084 	  -0.00046579276 	  -0.00046716121 	  -0.00032031336
500000 	       24.259069 	               0 	               0 	               0 	               0 	               0 	               0 	       24.315809 	   9.9107746e-05 	   8.4498403e-05 	   1.3908189e-05 	   6.8769833e-07 	    1.345556e-08 	   3.3195871e-13 	               0 	   -0.0047238401 	   -0.0023724346 	   -0.0010881536 	    -0.000469086 	  -0.00047090593 	  -0.00032325992
501000 	       24.222137 	               0 	               0 	               0 	               0 	               0 	               0 	       24.224428 	   1.7946292e-07 	   1.5528407e-07 	   2.4049634e-08 	   1.2260127e-10 	   6.6139271e-12 	               0 	               0 	   -0.0046965766 	   -0.0023611301 	   -0.0010824049 	  -0.00046601786 	  -0.00046706344 	   -0.0003199602
502000 	        24.18628 	               0 	               0 	               0 	               0 	               0 	               0 	       24.191342 	    0.0011979001 	    0.0010473399 	   0.00013738325 	    1.126563e-05 	   1.9112807e-06 	   1.1372047e-51 	               0 	   -0.0046821425 	   -0.0023551326 	   -0.0010793575 	   -0.0004643944 	  -0.00046503478 	  -0.00031822319
503000 	        24.14935 	               0 	               0 	               0 	               0 	               0 	               0 	        24.14516 	   9.4345852e-05 	   8.0643167e-05 	   1.2929269e-05 	   7.0639613e-07 	   6.7015291e-08 	   4.7830207e-12 	               0 	   -0.0046736551 	   -0.0023515129 	   -0.0010775444 	  -0.00046345344 	  -0.00046388566 	  -0.00031725873
504000 	       24.113495 	               0 	               0 	               0 	               0 	               0 	               0 	        24.14147 	   6.9678528e-05 	   5.8886465e-05 	   1.0293815e-05 	   4.8848438e-07 	    9.762527e-09 	   1.8497816e-12 	               0 	   -0.0046675561 	   -0.0023489125 	   -0.0010762416 	  -0.00046277704 	  -0.00046305951 	  -0.00031656549
505000 	       24.143966 	               0 	               0 	               0 	               0 	               0 	               0 	       24.252046 	   6.5947131e-05 	   5.6701749e-05 	   8.9116898e-06 	   3.3115272e-07 	   2.5390927e-09 	   8.4522561e-14 	               0 	   -0.0046683116 	   -0.0023493492 	   -0.0010764286 	   -0.0004628436 	  -0.00046310786 	  -0.00031658226
506000 	       24.223569 	               0 	               0 	               0 	               0 	               0 	               0 	       24.206896 	    0.0001575641 	   0.00013645949 	   2.0127658e-05 	   9.6900846e-07 	   7.9365545e-09 	               0 	               0 	   -0.0046752842 	   -0.0023525493 	   -0.0010779689 	  -0.00046358278 	  -0.00046394537 	  -0.00031723778
507000 	       24.087683 	               0 	               0 	               0 	               0 	               0 	               0 	       24.251822 	   0.00026691615 	    0.0002336645 	   3.1059578e-05 	   1.9829511e-06 	   2.0911988e-07 	               0 	               0 	   -0.0046656843 	   -0.0023481987 	   -0.0010758605 	  -0.00046255677 	  -0.00046276629 	  -0.00031630204
508000 	       18.896601 	               0 	               0 	               0 	               0 	               0 	               0 	       22.104897 	   0.00015036936 	   0.00013190347 	   1.7361776e-05 	   1.0082948e-06 	    9.582239e-08 	               0 	               0 	   -0.0042749722 	   -0.0021649726 	   -0.0009885811 	  -0.00042163527 	  -0.00041764969 	  -0.00028213348
509000 	       13.823245 	               0 	               0 	               0 	               0 	               0 	               0 	        15.74023 	   6.4011112e-05 	   5.8026931e-05 	   5.9151741e-06 	   6.8743068e-08 	   2.6352565e-10 	               0 	               0 	   -0.0040102419 	   -0.0020274271 	  -0.00092648635 	  -0.00039595685 	  -0.00039339888 	  -0.00026697277
510000 	       29.906676 	               0 	               0 	               0 	               0 	               0 	               0 	       17.726212 	   0.00019097224 	   0.00017048323 	   1.9444279e-05 	   1.0070369e-06 	   3.7699399e-08 	               0 	               0 	   -0.0049758298 	   -0.0024954312 	   -0.0011454415 	  -0.00049467736 	  -0.00049771006 	  -0.00034256973
511000 	       29.642126 	               0 	               0 	               0 	               0 	               0 	               0 	       29.097319 	   0.00055532125 	   0.00045086475 	    9.451096e-05 	     8.33017e-06 	   1.6071872e-06 	    8.183675e-09 	               0 	   -0.0052049214 	   -0.0025894246 	   -0.0011933957 	  -0.00052049008 	  -0.00053043491 	  -0.00037117615
512000 	       29.219792 	               0 	               0 	               0 	               0 	               0 	               0 	        29.51179 	   7.3755479e-05 	   6.0850852e-05 	   1.1899456e-05 	   9.4939024e-07 	   5.5537214e-08 	   2.4315797e-10 	               0 	   -0.0052234638 	   -0.0025949966 	   -0.0011967959 	  -0.00052286125 	  -0.00053403556 	  -0.00037477447
513000 	       28.984166 	               0 	               0 	               0 	               0 	               0 	               0 	       29.014031 	   0.00023530384 	   0.00019649159 	   3.5796625e-05 	   2.7375829e-06 	   2.7616091e-07 	   1.8821818e-09 	               0 	   -0.0052087313 	   -0.0025881863 	   -0.0011935378 	   -0.0005213135 	  -0.00053229079 	  -0.00037340294
514000 	       28.984166 	               0 	               0 	               0 	               0 	               0 	               0 	       28.986438 	    0.0019356705 	     0.001590655 	   0.00031004847 	   2.6974031e-05 	   7.6781122e-06 	   3.1484902e-07 	               0 	    -0.005200504 	   -0.0025848884 	   -0.0011918364 	  -0.00052037796 	   -0.0005310798 	   -0.0003723214
515000 	       28.984166 	               0 	               0 	               0 	               0 	               0 	               0 	       28.977019 	   0.00010459525 	   8.4955843e-05 	   1.7656819e-05 	   1.8438369e-06 	   1.3816819e-07 	   5.8006555e-10 	               0 	   -0.0051917867 	   -0.0025813928 	   -0.0011900332 	  -0.00051938674 	  -0.00052979728 	  -0.00037117667
516000 	       28.984166 	               0 	               0 	               0 	               0 	               0 	               0 	       28.977305 	   0.00011448215 	    9.387188e-05 	   1.8401145e-05 	    2.034787e-06 	   1.7192947e-07 	   2.4101673e-09 	               0 	   -0.0051854094 	    -0.002578817 	   -0.0011887096 	  -0.00051866409 	  -0.00052886766 	    -0.000370351
517000 	       28.984166 	               0 	               0 	               0 	               0 	               0 	               0 	       28.946344 	   0.00011267588 	   9.2746213e-05 	   1.8289254e-05 	    1.526581e-06 	   1.1346497e-07 	    3.654403e-10 	               0 	   -0.0051839153 	   -0.0025782701 	   -0.0011884127 	  -0.00051848678 	  -0.00052862337 	  -0.00037012231
518000 	        28.95477 	               0 	               0 	               0 	               0 	               0 	               0 	       28.936119 	   6.7702542e-05 	   5.5708845e-05 	   1.1079937e-05 	    8.721449e-07 	   4.1607258e-08 	   8.5438973e-12 	               0 	   -0.0051835362 	   -0.0025781458 	   -0.0011883408 	  -0.00051843976 	  -0.00052855462 	  -0.00037005527
519000 	       28.872301 	               0 	               0 	               0 	               0 	               0 	               0 	       28.904756 	   5.9016988e-05 	   4.9790129e-05 	   8.7609559e-06 	   4.5140417e-07 	   1.4493925e-08 	   5.2639736e-12 	               0 	    -0.005176414 	   -0.0025750372 	   -0.0011868083 	  -0.00051766537 	  -0.00052762504 	  -0.00036927811
520000 	       28.789831 	               0 	               0 	               0 	               0 	               0 	               0 	       28.775322 	   0.00010326054 	   8.4980006e-05 	   1.6799911e-05 	   1.3914892e-06 	   8.9125776e-08 	   1.0127072e-11 	               0 	   -0.0051677646 	   -0.0025712532 	   -0.0011849452 	  -0.00051672611 	  -0.00052650023 	  -0.00036833992
521000 	       28.707363 	               0 	               0 	               0 	               0 	               0 	               0 	        28.75751 	    1.906447e-08 	   1.6507486e-08 	   2.4885643e-09 	   6.7918174e-11 	   5.0073772e-13 	   1.8060052e-16 	               0 	    -0.005167774 	   -0.0025710986 	   -0.0011849102 	  -0.00051674958 	  -0.00052657578 	  -0.00036843983
522000 	       28.623818 	               0 	               0 	               0 	               0 	               0 	               0 	        28.67191 	   1.6961326e-08 	   1.5192296e-08 	   1.7472503e-09 	   2.1375805e-11 	   4.0373829e-13 	   2.1767401e-16 	               0 	   -0.0051576898 	   -0.0025667453 	   -0.0011827515 	  -0.00051564617 	  -0.00052523702 	  -0.00036730981
523000 	       28.593337 	               0 	               0 	               0 	               0 	               0 	               0 	       28.561138 	   0.00042423585 	   0.00034893351 	   6.8816973e-05 	    5.708376e-06 	   7.7606995e-07 	   9.2078197e-10 	               0 	   -0.0051493986 	   -0.0025633153 	   -0.0011810113 	  -0.00051471771 	  -0.00052406634 	  -0.00036628798
524000 	        28.57003 	               0 	               0 	               0 	               0 	               0 	               0 	       28.605411 	   0.00025163568 	   0.00021127225 	   3.7489979e-05 	   2.6273133e-06 	   2.4575258e-07 	   3.8365274e-10 	               0 	   -0.0051437005 	   -0.0025609761 	   -0.0011798195 	  -0.00051407699 	   -0.0005232533 	  -0.00036557465
525000 	       28.479675 	               0 	               0 	               0 	               0 	               0 	               0 	       28.530233 	   0.00053658792 	   0.00043918598 	   8.8625624e-05 	   7.4022832e-06 	   1.3722861e-06 	   1.7509951e-09 	               0 	   -0.0051310174 	   -0.0025555452 	   -0.0011771143 	   -0.0005126825 	  -0.00052154863 	  -0.00036412681
526000 	       27.944422 	               0 	               0 	               0 	               0 	               0 	               0 	       28.294222 	   9.1210891e-05 	   7.7477787e-05 	   1.3132023e-05 	   5.8363773e-07 	   1.7430728e-08 	   1.3061447e-11 	               0 	   -0.0050776465 	   -0.0025320303 	   -0.0011655752 	  -0.00050690668 	  -0.00051468476 	  -0.00035844955
527000 	       26.169569 	               0 	               0 	               0 	               0 	               0 	               0 	        26.97687 	   2.2381715e-08 	   1.6232096e-08 	    6.140748e-09 	   8.7629505e-12 	   1.0809702e-13 	   1.0060988e-16 	               0 	   -0.0049185055 	   -0.0024610034 	   -0.0011309405 	  -0.00048979919 	  -0.00049464091 	  -0.00034212146
528000 	        24.87831 	               0 	               0 	               0 	               0 	               0 	               0 	        25.40515 	   3.3882037e-07 	   2.8808797e-07 	   5.0311069e-08 	   4.1639361e-10 	    4.932133e-12 	   1.2463499e-16 	               0 	   -0.0048025917 	   -0.0024088668 	   -0.0011056042 	  -0.00047738127 	  -0.00048022626 	  -0.00033051305
529000 	        23.92419 	               0 	               0 	               0 	               0 	               0 	               0 	       24.403064 	   0.00013316438 	   0.00011419467 	   1.7991746e-05 	   9.4314425e-07 	   3.4817625e-08 	               0 	               0 	   -0.0046992721 	   -0.0023627373 	   -0.0010830833 	   -0.0004662482 	  -0.00046721304 	   -0.0003199902
530000 	        23.15624 	               0 	               0 	               0 	               0 	               0 	               0 	       23.693714 	   1.2646763e-08 	    1.044896e-08 	   2.1887592e-09 	   8.9196745e-12 	   1.2377489e-13 	               0 	               0 	   -0.0046121705 	   -0.0023236893 	   -0.0010640479 	  -0.00045687374 	  -0.00045631391 	  -0.00031124568
531000 	        22.98403 	               0 	               0 	               0 	               0 	               0 	               0 	       23.011181 	   8.2738693e-05 	   7.0245402e-05 	   1.1934654e-05 	   5.4594762e-07 	    1.268945e-08 	               0 	               0 	   -0.0045861791 	   -0.0023122904 	    -0.001058421 	   -0.0004540353 	  -0.00045294152 	  -0.00030849093
532000 	       22.677482 	               0 	               0 	               0 	               0 	               0 	               0 	       22.801273 	   2.3306098e-08 	   1.7089314e-08 	   6.1990774e-09 	   1.7234729e-11 	   4.5881137e-13 	   1.3110461e-14 	               0 	   -0.0045450934 	   -0.0022942266 	   -0.0010495127 	  -0.00044955192 	  -0.00044763084 	  -0.00030417129
533000 	       22.289154 	               0 	               0 	               0 	               0 	               0 	               0 	       22.482931 	   7.9849026e-05 	    6.974574e-05 	   9.7806404e-06 	   3.2176016e-07 	   8.8636154e-10 	               0 	               0 	   -0.0044921406 	   -0.0022707896 	   -0.0010379903 	  -0.00044379109 	  -0.00044085781 	  -0.00029871177
534000 	       22.253643 	               0 	               0 	               0 	               0 	               0 	               0 	       22.232727 	   0.00057134071 	   0.00049302213 	   7.3603183e-05 	   4.3795906e-06 	   3.3580508e-07 	               0 	               0 	   -0.0044647359 	   -0.0022591545 	   -0.0010321313 	  -0.00044072954 	  -0.00043711809 	  -0.00029560243
535000 	       22.337911 	               0 	               0 	               0 	               0 	               0 	               0 	       22.359895 	    4.105167e-05 	   3.6045033e-05 	   4.9308715e-06 	   7.5041478e-08 	   7.2431544e-10 	               0 	               0 	    -0.004452301 	   -0.0022542773 	   -0.0010295587 	  -0.00043927623 	  -0.00043523072 	  -0.00029395797
536000 	       21.995493 	               0 	               0 	               0 	               0 	               0 	               0 	       22.110957 	   0.00011667964 	    9.981226e-05 	   1.6007637e-05 	   8.0237157e-07 	    5.736657e-08 	               0 	               0 	   -0.0044115597 	   -0.0022359745 	   -0.0010206226 	  -0.00043487479 	  -0.00043014402 	  -0.00028994376
537000 	       21.870702 	               0 	               0 	               0 	               0 	               0 	               0 	       21.918776 	   0.00028937035 	   0.00024761574 	   3.9350385e-05 	   2.3521722e-06 	   5.2047667e-08 	               0 	               0 	   -0.0043946352 	   -0.0022284222 	   -0.0010169198 	  -0.00043303686 	  -0.00042800639 	  -0.00028824998
538000 	       21.870702 	               0 	               0 	               0 	               0 	               0 	               0 	       21.919325 	   0.00011336392 	   9.8818219e-05 	   1.4043505e-05 	   4.9572909e-07 	   6.4691556e-09 	               0 	               0 	   -0.0043890966 	    -0.002226092 	   -0.0010157381 	   -0.0004324127 	  -0.00042723986 	  -0.00028761398
539000 	       21.870702 	               0 	               0 	               0 	               0 	               0 	               0 	       21.897906 	     9.28456e-05 	   8.0116154e-05 	   1.2240807e-05 	   4.8571701e-07 	   2.9218625e-09 	               0 	               0 	   -0.0043850776 	   -0.0022244043 	   -0.0010148811 	  -0.00043195918 	  -0.00042668213 	  -0.00028715092
540000 	       21.870702 	               0 	               0 	               0 	               0 	               0 	               0 	         21.8531 	   5.3975231e-05 	    4.625688e-05 	   7.4794557e-06 	   2.3606182e-07 	    2.834107e-09 	               0 	               0 	   -0.0043842318 	   -0.0022240663 	   -0.0010147045 	  -0.00043186097 	  -0.00042655657 	  -0.00028704346
541000 	       21.870702 	               0 	               0 	               0 	               0 	               0 	               0 	       21.796308 	   0.00010448062 	   8.9400403e-05 	   1.4352721e-05 	   6.8281923e-07 	   4.4672082e-08 	               0 	               0 	   -0.0043823888 	    -0.002223289 	   -0.0010143107 	  -0.00043165351 	  -0.00042630243 	  -0.00028683322
542000 	       21.790034 	               0 	               0 	               0 	               0 	               0 	               0 	       21.805688 	    3.812811e-08 	   3.3026274e-08 	   5.0789817e-09 	    2.250763e-11 	   3.4643584e-13 	               0 	               0 	   -0.0043754588 	    -0.002220128 	   -0.0010127792 	  -0.00043091123 	   -0.0004254594 	    -0.000286181
543000 	       21.472723 	               0 	               0 	               0 	               0 	               0 	               0 	       21.608276 	   5.0428602e-05 	   4.2829773e-05 	     7.33493e-06 	   2.5979672e-07 	   4.1022196e-09 	               0 	               0 	     -0.00433965 	   -0.0022037616 	   -0.0010048563 	  -0.00042707881 	  -0.00042111821 	  -0.00028283508
544000 	       21.306689 	               0 	               0 	               0 	               0 	               0 	               0 	       21.329642 	   5.6804932e-05 	   4.8352896e-05 	   8.1385634e-06 	   3.0610441e-07 	   7.3680294e-09 	               0 	               0 	   -0.0043351094 	    -0.002201221 	   -0.0010037527 	  -0.00042666753 	  -0.00042078827 	  -0.00028267989
545000 	       21.280872 	               0 	               0 	               0 	               0 	               0 	               0 	       21.219525 	   0.00035510613 	    0.0003087018 	   4.3830949e-05 	   2.5210978e-06 	   5.2275755e-08 	               0 	               0 	   -0.0043336276 	    -0.002200612 	   -0.0010034392 	  -0.00042649787 	  -0.00042057624 	  -0.00028250224
546000 	       21.272623 	               0 	               0 	               0 	               0 	               0 	               0 	        21.33231 	   7.7609002e-05 	   6.5763688e-05 	   1.1310126e-05 	   5.2215737e-07 	   1.3030544e-08 	               0 	               0 	   -0.0043265221 	   -0.0021975578 	   -0.0010019075 	  -0.00042570574 	  -0.00041962299 	  -0.00028172803
547000 	       21.309913 	               0 	               0 	               0 	               0 	               0 	               0 	       21.262798 	   6.4096078e-05 	   5.4293389e-05 	   9.3904375e-06 	   4.0289029e-07 	   9.3615189e-09 	               0 	               0 	   -0.0043271889 	   -0.0021980063 	   -0.0010020855 	  -0.00042575397 	   -0.0004196357 	  -0.00028170743
548000 	       21.348279 	               0 	               0 	               0 	               0 	               0 	               0 	       21.328456 	   9.2742498e-09 	   7.7418975e-09 	   1.5293492e-09 	   2.9080003e-12 	   9.5089219e-14 	               0 	               0 	   -0.0043298636 	   -0.0021992856 	   -0.0010026896 	  -0.00042603129 	   -0.0004199331 	  -0.00028192408
549000 	       21.385569 	               0 	               0 	               0 	               0 	               0 	               0 	        21.38927 	   3.3170315e-08 	   1.5972662e-08 	   1.7196093e-08 	   1.5585309e-12 	    1.507359e-15 	               0 	               0 	   -0.0043286368 	   -0.0021988801 	   -0.0010024509 	  -0.00042587482 	  -0.00041971072 	  -0.00028172029
550000 	       21.423578 	               0 	               0 	               0 	               0 	               0 	               0 	       21.410036 	   0.00019007859 	   0.00016220306 	   2.6241545e-05 	   1.5711694e-06 	   6.2820027e-08 	               0 	               0 	   -0.0043378678 	   -0.0022029795 	   -0.0010044687 	  -0.00042688275 	  -0.00042088674 	  -0.00028265007
551000 	       19.071657 	               0 	               0 	               0 	               0 	               0 	               0 	       20.604112 	   4.3821518e-05 	   3.7374314e-05 	   6.2236363e-06 	   2.1463872e-07 	    8.928776e-09 	               0 	               0 	   -0.0041177963 	   -0.0021011866 	  -0.00095542222 	  -0.00040343146 	  -0.00039474916 	  -0.00026300684
552000 	       22.523619 	               0 	               0 	               0 	               0 	               0 	               0 	       20.717601 	   0.00074688975 	   0.00062988425 	    0.0001087876 	   7.7919962e-06 	   4.2589899e-07 	               0 	               0 	   -0.0043216056 	   -0.0021995312 	   -0.0010017074 	  -0.00042449292 	  -0.00041702374 	  -0.00027885031
553000 	       21.750595 	               0 	               0 	               0 	               0 	               0 	               0 	       22.060045 	   0.00011120059 	   9.7555903e-05 	   1.3069885e-05 	   5.5803633e-07 	    1.676131e-08 	               0 	               0 	   -0.0042618767 	   -0.0021719248 	  -0.00098840455 	   -0.0004181289 	  -0.00040992145 	  -0.00027349704
554000 	       20.315217 	               0 	               0 	               0 	               0 	               0 	               0 	       21.409926 	   1.6867471e-08 	   4.8576216e-09 	   1.2009121e-08 	   7.2772395e-13 	   6.5455311e-16 	               0 	               0 	   -0.0041323934 	   -0.0021117091 	   -0.0009594412 	  -0.00040434745 	   -0.0003946841 	  -0.00026221153
555000 	       21.019754 	               0 	               0 	               0 	               0 	               0 	               0 	       20.418848 	   5.6010588e-05 	   4.9942368e-05 	   5.9190431e-06 	   1.4462626e-07 	   4.5503032e-09 	               0 	               0 	   -0.0041811286 	   -0.0021345525 	  -0.00097038764 	   -0.0004095125 	   -0.0004003366 	   -0.0002663393
556000 	       21.388801 	               0 	               0 	               0 	               0 	               0 	               0 	       21.009995 	   0.00020423037 	   0.00017441277 	    2.806805e-05 	   1.6877664e-06 	   6.1779011e-08 	               0 	               0 	   -0.0042302338 	   -0.0021572789 	  -0.00098134738 	  -0.00041475566 	  -0.00040616687 	  -0.00027068497
557000 	       21.120798 	               0 	               0 	               0 	               0 	               0 	               0 	       20.450063 	   9.2871344e-05 	    8.313807e-05 	   9.4396668e-06 	   2.9326653e-07 	   3.4110464e-10 	               0 	               0 	   -0.0041932204 	   -0.0021401282 	  -0.00097308323 	  -0.00041080806 	  -0.00040178245 	  -0.00026741855
558000 	       21.972091 	               0 	               0 	               0 	               0 	               0 	               0 	        22.90114 	   7.3587893e-05 	   6.2131553e-05 	   1.0922872e-05 	   5.2175416e-07 	   1.1713896e-08 	               0 	               0 	   -0.0043163809 	    -0.002196497 	   -0.0010004146 	  -0.00042403807 	  -0.00041669685 	  -0.00027873447
559000 	       21.410336 	               0 	               0 	               0 	               0 	               0 	               0 	       21.600811 	   9.8843586e-05 	   8.6382896e-05 	   1.2030196e-05 	   4.2961293e-07 	    8.808311e-10 	               0 	               0 	   -0.0042350332 	   -0.0021594309 	  -0.00098240376 	  -0.00041527915 	   -0.0004067695 	  -0.00027114994
