# time[s]   	initial_volume_sediment[m3] 	initial_volume_suspension[m3] 	bedload_boundary_inflow[m3] 	bedload_boundary_outflow[m3] 	bedload_external_source[m3] 	suspension_boundary_inflow[m3] 	suspension_boundary_outflow[m3] 	suspension_external_source[m3] 	present_sediment_volume[m3] 	present_suspension_volume[m3] 	mass_error_absolute[m3] 	mass_error_relative[%] 	hydraulic_timestep[s] 	Element    	Edge      
548000 	72648.0806 	0 	-9830.79364 	81.2084631 	0 	0 	0 	0 	82397.6684 	0 	0.00266745628 	3.23729583e-06 	0.0249142286 	      1534 	      1392
549000 	72648.0806 	0 	-9845.97866 	81.2084631 	0 	0 	0 	0 	82412.8535 	0 	0.00268397293 	3.25674068e-06 	0.0220010198 	      1534 	      1392
550000 	72648.0806 	0 	-9861.14669 	81.2084631 	0 	0 	0 	0 	82428.0215 	0 	0.00268922423 	3.26251217e-06 	0.0190860763 	      1534 	      1392
551000 	72648.0806 	0 	-9876.27891 	81.2084631 	0 	0 	0 	0 	82443.1537 	0 	0.00269679513 	3.27109651e-06 	0.0161674803 	      1534 	      1392
552000 	72648.0806 	0 	-9891.38063 	81.2084631 	0 	0 	0 	0 	82458.2555 	0 	0.00270306453 	3.27810055e-06 	0.0132499289 	      1534 	      1392
553000 	72648.0806 	0 	-9906.53027 	81.2084631 	0 	0 	0 	0 	82473.4051 	0 	0.00270559122 	3.28056204e-06 	0.0103339106 	      1534 	      1392
554000 	72648.0806 	0 	-9921.63447 	81.2084631 	0 	0 	0 	0 	82488.5093 	0 	0.00271707331 	3.29388097e-06 	0.00740887341 	      1534 	      1392
555000 	72648.0806 	0 	-9936.71682 	81.2084631 	0 	0 	0 	0 	82503.5917 	0 	0.00272892632 	3.30764548e-06 	0.0044831211 	      1534 	      1392
556000 	72648.0806 	0 	-9951.83352 	81.2084631 	0 	0 	0 	0 	82518.7084 	0 	0.00273584797 	3.31542752e-06 	0.00156054203 	      1534 	      1392
557000 	72648.0806 	0 	-9966.91348 	81.2084631 	0 	0 	0 	0 	82533.7884 	0 	0.0027420058 	3.32228274e-06 	0.0338446309 	      1534 	      1392
558000 	72648.0806 	0 	-9982.04576 	81.2084632 	0 	0 	0 	0 	82548.9206 	0 	0.00274941171 	3.33064526e-06 	0.0309224743 	      1534 	      1392
559000 	72648.0806 	0 	-9997.11978 	81.2084632 	0 	0 	0 	0 	82563.9947 	0 	0.00275537613 	3.33726117e-06 	0.0279895143 	      1534 	      1392
560000 	72648.0806 	0 	-10012.1899 	81.2084632 	0 	0 	0 	0 	82579.0648 	0 	0.002763993 	3.34708683e-06 	0.0250572092 	      1534 	      1392
561000 	72648.0806 	0 	-10027.2837 	81.2084632 	0 	0 	0 	0 	82594.1586 	0 	0.00277604687 	3.36106925e-06 	0.0221261438 	      1534 	      1392
562000 	72648.0806 	0 	-10042.3585 	81.2084632 	0 	0 	0 	0 	82609.2334 	0 	0.00278619325 	3.37273829e-06 	0.0191930338 	      1534 	      1392
563000 	72648.0806 	0 	-10057.4135 	81.2084632 	0 	0 	0 	0 	82624.2884 	0 	0.0027919401 	3.37907915e-06 	0.0162574947 	      1534 	      1392
564000 	72648.0806 	0 	-10072.4552 	81.2084632 	0 	0 	0 	0 	82639.3301 	0 	0.00279979818 	3.38797299e-06 	0.0133202495 	      1534 	      1392
565000 	72648.0806 	0 	-10087.4856 	81.2084632 	0 	0 	0 	0 	82654.3606 	0 	0.00281218313 	3.40234091e-06 	0.0103813375 	      1534 	      1392
566000 	72648.0806 	0 	-10102.5074 	81.2084632 	0 	0 	0 	0 	82669.3824 	0 	0.00282053481 	3.41182518e-06 	0.00744091091 	      1534 	      1392
567000 	72648.0806 	0 	-10117.5728 	81.2084632 	0 	0 	0 	0 	82684.4478 	0 	0.00282564812 	3.41738766e-06 	0.0045027259 	      1534 	      1392
568000 	72648.0806 	0 	-10132.6694 	81.2084632 	0 	0 	0 	0 	82699.5443 	0 	0.0028296185 	3.42156481e-06 	0.0015586128 	      1534 	      1392
569000 	72648.0806 	0 	-10147.7792 	81.2084632 	0 	0 	0 	0 	82714.6542 	0 	0.00283903426 	3.4323232e-06 	0.0338388635 	      1534 	      1392
570000 	72648.0806 	0 	-10162.9322 	81.2084632 	0 	0 	0 	0 	82729.8071 	0 	0.00284237608 	3.43573396e-06 	0.0308941581 	      1534 	      1392
571000 	72648.0806 	0 	-10178.1142 	81.2084632 	0 	0 	0 	0 	82744.9892 	0 	0.00285245835 	3.44728832e-06 	0.0279445244 	      1534 	      1392
572000 	72648.0806 	0 	-10193.3145 	81.2084632 	0 	0 	0 	0 	82760.1895 	0 	0.00286144351 	3.45751204e-06 	0.0249963356 	      1534 	      1392
573000 	72648.0806 	0 	-10208.5715 	81.2084634 	0 	0 	0 	0 	82775.4465 	0 	0.00286757409 	3.46428103e-06 	0.0220467513 	      1534 	      1392
574000 	72648.0806 	0 	-10224.0731 	81.2084636 	0 	0 	0 	0 	82790.9481 	0 	0.00288080018 	3.47960767e-06 	0.019126792 	      1534 	      1392
575000 	72648.0806 	0 	-10240.0587 	81.208464 	0 	0 	0 	0 	82806.9337 	0 	0.00288478426 	3.48374723e-06 	0.0161819881 	      1534 	      1392
576000 	72648.0806 	0 	-10256.2289 	81.2084642 	0 	0 	0 	0 	82823.1039 	0 	0.0028868706 	3.4855861e-06 	0.0132193833 	      1534 	      1392
577000 	72648.0806 	0 	-10272.4372 	81.2084644 	0 	0 	0 	0 	82839.3123 	0 	0.00290576438 	3.50771186e-06 	0.0102562361 	      1534 	      1392
578000 	72648.0806 	0 	-10288.661 	81.2084645 	0 	0 	0 	0 	82855.536 	0 	0.00291215988 	3.51474387e-06 	0.00729612308 	      1534 	      1392
579000 	72648.0806 	0 	-10304.887 	81.2084648 	0 	0 	0 	0 	82871.7621 	0 	0.00291392091 	3.5161807e-06 	0.00433483627 	      1534 	      1392
580000 	72648.0806 	0 	-10321.1088 	81.2084654 	0 	0 	0 	0 	82887.9839 	0 	0.00291929663 	3.52197809e-06 	0.0013719761 	      1534 	      1392
581000 	72648.0806 	0 	-10337.3223 	81.2084656 	0 	0 	0 	0 	82904.1974 	0 	0.00292195112 	3.52449117e-06 	0.0336517694 	      1534 	      1392
582000 	72648.0806 	0 	-10353.5273 	81.2084663 	0 	0 	0 	0 	82920.4024 	0 	0.00292540797 	3.52797127e-06 	0.0306869434 	      1534 	      1392
583000 	72648.0806 	0 	-10369.7238 	81.2084667 	0 	0 	0 	0 	82936.5988 	0 	0.00293001304 	3.53283482e-06 	0.0277203975 	      1534 	      1392
584000 	72648.0806 	0 	-10385.912 	81.2084672 	0 	0 	0 	0 	82952.7871 	0 	0.00293157698 	3.53403072e-06 	0.0247522019 	      1534 	      1392
585000 	72648.0806 	0 	-10402.0929 	81.2084673 	0 	0 	0 	0 	82968.968 	0 	0.00293487332 	3.53731448e-06 	0.0217823165 	      1534 	      1392
586000 	72648.0806 	0 	-10418.2672 	81.2084675 	0 	0 	0 	0 	82985.1423 	0 	0.00293880992 	3.54136878e-06 	0.0188107503 	      1534 	      1392
587000 	72648.0806 	0 	-10434.4356 	81.2084677 	0 	0 	0 	0 	83001.3107 	0 	0.00294377102 	3.54665606e-06 	0.0158375016 	      1534 	      1392
588000 	72648.0806 	0 	-10450.5987 	81.2084679 	0 	0 	0 	0 	83017.4738 	0 	0.00294566578 	3.54824791e-06 	0.0128625596 	      1534 	      1392
589000 	72648.0806 	0 	-10466.7556 	81.2084679 	0 	0 	0 	0 	83033.6307 	0 	0.00294996231 	3.55273192e-06 	0.0098856996 	      1534 	      1392
590000 	72648.0806 	0 	-10482.8993 	81.2084679 	0 	0 	0 	0 	83049.7744 	0 	0.00295079655 	3.55304584e-06 	0.00690727902 	      1534 	      1392
591000 	72648.0806 	0 	-10499.0287 	81.2084681 	0 	0 	0 	0 	83065.9038 	0 	0.00295522404 	3.55768602e-06 	0.00392758287 	      1534 	      1392
592000 	72648.0806 	0 	-10515.1491 	81.2084683 	0 	0 	0 	0 	83082.0242 	0 	0.00295764375 	3.55990815e-06 	     0.001 	      1534 	      1392
593000 	72648.0806 	0 	-10531.263 	81.2084684 	0 	0 	0 	0 	83098.1381 	0 	0.00296819022 	3.57190942e-06 	0.033169399 	      1534 	      1392
594000 	72648.0806 	0 	-10547.3719 	81.2084684 	0 	0 	0 	0 	83114.247 	0 	0.00297646663 	3.58117499e-06 	0.0302395797 	      1534 	      1392
595000 	72648.0806 	0 	-10563.4766 	81.2084685 	0 	0 	0 	0 	83130.3517 	0 	0.00297891136 	3.58342206e-06 	0.0272541549 	      1534 	      1392
596000 	72648.0806 	0 	-10579.5777 	81.2084688 	0 	0 	0 	0 	83146.4528 	0 	0.00298190606 	3.58632985e-06 	0.0242670316 	      1534 	      1392
597000 	72648.0806 	0 	-10595.6755 	81.2084689 	0 	0 	0 	0 	83162.5507 	0 	0.00299247562 	3.59834517e-06 	0.0212782106 	      1534 	      1392
598000 	72648.0806 	0 	-10611.7702 	81.2084689 	0 	0 	0 	0 	83178.6453 	0 	0.00299743803 	3.60361487e-06 	0.0182877034 	      1534 	      1392
599000 	72648.0806 	0 	-10627.8617 	81.208469 	0 	0 	0 	0 	83194.7368 	0 	0.00299902042 	3.60481989e-06 	0.0152955065 	      1534 	      1392
600000 	72648.0806 	0 	-10643.9503 	81.208469 	0 	0 	0 	0 	83210.8254 	0 	0.00300994331 	3.61724967e-06 	0.0123016245 	      1534 	      1392
601000 	72648.0806 	0 	-10660.0368 	81.2084691 	0 	0 	0 	0 	83226.912 	0 	0.00301213442 	3.6191832e-06 	0.00930610485 	      1534 	      1392
602000 	72648.0806 	0 	-10676.1216 	81.2084694 	0 	0 	0 	0 	83242.9967 	0 	0.00301519744 	3.62216349e-06 	0.00630882906 	      1534 	      1392
603000 	72648.0806 	0 	-10692.2042 	81.2084694 	0 	0 	0 	0 	83259.0793 	0 	0.00301951823 	3.6266534e-06 	0.00330987514 	      1534 	      1392
604000.001 	72648.0806 	0 	-10708.2845 	81.2084695 	0 	0 	0 	0 	83275.1597 	0 	0.0030231721 	3.63034081e-06 	     0.001 	      1534 	      1392

# Run Time of the simulation= 57624.773 sec
